0.000,0.000
0.010,0.000
0.020,0.000
0.030,0.000
0.040,0.000
0.050,0.000
0.060,0.000
0.070,0.000
0.080,0.000
0.090,0.000
0.100,0.000
0.110,0.000
0.120,0.000
0.130,0.000
0.140,0.000
0.150,0.000
0.160,0.000
0.170,0.000
0.180,0.000
0.190,0.000
0.200,0.000
0.210,0.000
0.220,0.000
0.230,0.000
0.240,0.000
0.250,0.000
0.260,0.000
0.270,0.000
0.280,0.000
0.290,0.000
0.300,0.000
0.310,0.000
0.320,0.000
0.330,0.000
0.340,0.000
0.350,0.000
0.360,0.000
0.370,0.000
0.380,0.000
0.390,0.000
0.400,0.000
0.410,0.000
0.420,0.000
0.430,0.000
0.440,0.000
0.450,0.000
0.460,0.000
0.470,0.000
0.480,0.000
0.490,0.000
0.500,0.000
0.510,0.000
0.520,0.000
0.530,0.000
0.540,0.000
0.550,0.000
0.560,0.000
0.570,0.000
0.580,0.000
0.590,0.000
0.600,0.000
0.610,0.000
0.620,0.000
0.630,0.000
0.640,0.000
0.650,0.000
0.660,0.000
0.670,0.000
0.680,0.000
0.690,0.000
0.700,0.000
0.710,0.000
0.720,0.000
0.730,0.000
0.740,0.000
0.750,0.000
0.760,0.000
0.770,0.000
0.780,0.000
0.790,0.000
0.800,0.000
0.810,0.000
0.820,0.000
0.830,0.000
0.840,0.000
0.850,0.000
0.860,0.000
0.870,0.000
0.880,0.000
0.890,0.000
0.900,0.000
0.910,0.000
0.920,0.000
0.930,0.000
0.940,0.000
0.950,0.000
0.960,0.000
0.970,0.000
0.980,0.000
0.990,0.000
1.000,0.000
1.010,0.000
1.020,0.000
1.030,0.000
1.040,0.000
1.050,0.000
1.060,0.000
1.070,0.000
1.080,0.000
1.090,0.000
1.100,0.000
1.110,0.000
1.120,0.000
1.130,0.000
1.140,0.000
1.150,0.000
1.160,0.000
1.170,0.000
1.180,0.000
1.190,0.000
1.200,0.000
1.210,0.000
1.220,0.000
1.230,0.000
1.240,0.000
1.250,0.000
1.260,0.000
1.270,0.000
1.280,0.000
1.290,0.000
1.300,0.000
1.310,0.000
1.320,0.000
1.330,0.000
1.340,0.000
1.350,0.000
1.360,0.000
1.370,0.000
1.380,0.000
1.390,0.000
1.400,0.000
1.410,0.000
1.420,0.000
1.430,0.000
1.440,0.000
1.450,0.000
1.460,0.000
1.470,0.000
1.480,0.000
1.490,0.000
1.500,0.000
1.510,0.000
1.520,0.000
1.530,0.000
1.540,0.000
1.550,0.000
1.560,0.000
1.570,0.000
1.580,0.000
1.590,0.000
1.600,0.000
1.610,0.000
1.620,0.000
1.630,0.000
1.640,0.000
1.650,0.000
1.660,0.000
1.670,0.000
1.680,0.000
1.690,0.000
1.700,0.000
1.710,0.000
1.720,0.000
1.730,0.000
1.740,0.000
1.750,0.000
1.760,0.000
1.770,0.000
1.780,0.000
1.790,0.000
1.800,0.000
1.810,0.000
1.820,0.000
1.830,0.000
1.840,0.000
1.850,0.000
1.860,0.000
1.870,0.000
1.880,0.000
1.890,0.000
1.900,0.000
1.910,0.000
1.920,0.000
1.930,0.000
1.940,0.000
1.950,0.000
1.960,0.000
1.970,0.000
1.980,0.000
1.990,0.000
2.000,0.000
2.010,14.625
2.020,62.625
2.030,103.500
2.040,136.125
2.050,161.625
2.060,183.750
2.070,199.688
2.080,215.062
2.090,226.312
2.100,236.625
2.110,244.500
2.120,252.375
2.130,257.063
2.140,263.250
2.150,266.812
2.160,270.563
2.170,272.625
2.180,276.938
2.190,277.875
2.200,280.875
2.210,281.625
2.220,283.875
2.230,284.250
2.240,286.125
2.250,286.125
2.260,288.000
2.270,287.437
2.280,288.938
2.290,288.187
2.300,289.875
2.310,289.125
2.320,290.437
2.330,289.688
2.340,290.812
2.350,290.813
2.360,291.750
2.370,290.813
2.380,292.125
2.390,291.375
2.400,292.875
2.410,291.562
2.420,292.500
2.430,291.938
2.440,293.250
2.450,292.500
2.460,293.250
2.470,292.688
2.480,293.812
2.490,292.500
2.500,294.188
2.510,292.500
2.520,293.812
2.530,292.875
2.540,293.813
2.550,292.500
2.560,293.812
2.570,293.063
2.580,294.188
2.590,293.063
2.600,293.812
2.610,292.875
2.620,294.375
2.630,293.437
2.640,293.812
2.650,293.250
2.660,294.375
2.670,293.438
2.680,294.187
2.690,292.875
2.700,294.375
2.710,293.437
2.720,295.125
2.730,292.875
2.740,294.000
2.750,293.250
2.760,294.938
2.770,293.437
2.780,294.562
2.790,293.437
2.800,294.562
2.810,293.813
2.820,294.750
2.830,293.625
2.840,294.562
2.850,294.000
2.860,295.500
2.870,293.813
2.880,295.125
2.890,294.187
2.900,295.313
2.910,294.187
2.920,295.312
2.930,293.813
2.940,294.938
2.950,294.000
2.960,295.125
2.970,293.625
2.980,294.938
2.990,293.625
3.000,294.750
3.010,293.625
3.020,294.000
3.030,293.250
3.040,294.188
3.050,293.062
3.060,294.000
3.070,292.875
3.080,294.562
3.090,293.063
3.100,294.187
3.110,293.437
3.120,294.000
3.130,293.813
3.140,294.187
3.150,293.250
3.160,294.375
3.170,293.250
3.180,294.937
3.190,293.250
3.200,294.562
3.210,295.875
3.220,293.812
3.230,294.375
3.240,293.250
3.250,293.250
3.260,294.938
3.270,294.000
3.280,295.125
3.290,294.000
3.300,294.937
3.310,293.813
3.320,295.312
3.330,294.188
3.340,294.750
3.350,293.625
3.360,294.937
3.370,294.000
3.380,295.125
3.390,293.437
3.400,294.937
3.410,293.813
3.420,294.750
3.430,293.062
3.440,294.563
3.450,293.250
3.460,294.375
3.470,293.062
3.480,294.562
3.490,293.063
3.500,294.562
3.510,293.813
3.520,294.375
3.530,293.813
3.540,294.187
3.550,293.625
3.560,294.750
3.570,293.250
3.580,294.562
3.590,293.813
3.600,294.750
3.610,293.437
3.620,294.562
3.630,293.625
3.640,294.938
3.650,293.625
3.660,294.750
3.670,293.437
3.680,294.750
3.690,293.625
3.700,294.750
3.710,293.062
3.720,294.563
3.730,293.437
3.740,294.375
3.750,293.062
3.760,294.375
3.770,292.875
3.780,294.938
3.790,293.625
3.800,294.188
3.810,293.250
3.820,294.750
3.830,293.813
3.840,294.938
3.850,293.250
3.860,294.938
3.870,293.812
3.880,295.125
3.890,294.000
3.900,294.938
3.910,294.188
3.920,295.312
3.930,294.187
3.940,294.938
3.950,293.813
3.960,294.937
3.970,294.000
3.980,294.938
3.990,293.250
4.000,295.313
4.010,293.625
4.020,294.937
4.030,293.437
4.040,294.563
4.050,293.437
4.060,294.750
4.070,293.625
4.080,294.000
4.090,293.625
4.100,294.375
4.110,294.000
4.120,294.562
4.130,293.813
4.140,294.937
4.150,293.813
4.160,295.125
4.170,293.813
4.180,294.562
4.190,294.000
4.200,295.125
4.210,294.000
4.220,294.562
4.230,294.000
4.240,294.937
4.250,294.562
4.260,294.563
4.270,293.813
4.280,295.312
4.290,294.375
4.300,295.125
4.310,294.000
4.320,294.750
4.330,294.375
4.340,295.125
4.350,294.188
4.360,294.750
4.370,293.437
4.380,294.750
4.390,294.000
4.400,295.125
4.410,293.250
4.420,294.563
4.430,293.625
4.440,294.563
4.450,293.062
4.460,293.813
4.470,293.062
4.480,294.188
4.490,292.687
4.500,293.625
4.510,293.250
4.520,294.188
4.530,293.062
4.540,294.188
4.550,293.062
4.560,294.563
4.570,293.062
4.580,294.188
4.590,292.875
4.600,293.813
4.610,293.437
4.620,294.000
4.630,293.062
4.640,294.000
4.650,293.062
4.660,294.188
4.670,293.437
4.680,294.188
4.690,293.625
4.700,294.188
4.710,293.625
4.720,294.563
4.730,295.500
4.740,292.500
4.750,293.437
4.760,294.375
4.770,293.437
4.780,294.187
4.790,293.063
4.800,294.562
4.810,293.250
4.820,293.813
4.830,292.875
4.840,294.187
4.850,292.875
4.860,294.000
4.870,292.500
4.880,293.813
4.890,293.062
4.900,294.000
4.910,292.687
4.920,294.000
4.930,292.688
4.940,294.750
4.950,292.875
4.960,294.188
4.970,293.062
4.980,294.000
4.990,293.250
5.000,294.000
