0.000,0.000
0.010,0.000
0.020,0.000
0.030,0.000
0.040,0.000
0.050,0.000
0.060,0.000
0.070,0.000
0.080,0.000
0.090,0.000
0.100,0.000
0.110,0.000
0.120,0.000
0.130,0.000
0.140,0.000
0.150,0.000
0.160,0.000
0.170,0.000
0.180,0.000
0.190,0.000
0.200,0.000
0.210,0.000
0.220,0.000
0.230,0.000
0.240,0.000
0.250,0.000
0.260,0.000
0.270,0.000
0.280,0.000
0.290,0.000
0.300,0.000
0.310,0.000
0.320,0.000
0.330,0.000
0.340,0.000
0.350,0.000
0.360,0.000
0.370,0.000
0.380,0.000
0.390,0.000
0.400,0.000
0.410,0.000
0.420,0.000
0.430,0.000
0.440,0.000
0.450,0.000
0.460,0.000
0.470,0.000
0.480,0.000
0.490,0.000
0.500,0.000
0.510,0.000
0.520,0.000
0.530,0.000
0.540,0.000
0.550,0.000
0.560,0.000
0.570,0.000
0.580,0.000
0.590,0.000
0.600,0.000
0.610,0.000
0.620,0.000
0.630,0.000
0.640,0.000
0.650,0.000
0.660,0.000
0.670,0.000
0.680,0.000
0.690,0.000
0.700,0.000
0.710,0.000
0.720,0.000
0.730,0.000
0.740,0.000
0.750,0.000
0.760,0.000
0.770,0.000
0.780,0.000
0.790,0.000
0.800,0.000
0.810,0.000
0.820,0.000
0.830,0.000
0.840,0.000
0.850,0.000
0.860,0.000
0.870,0.000
0.880,0.000
0.890,0.000
0.900,0.000
0.910,0.000
0.920,0.000
0.930,0.000
0.940,0.000
0.950,0.000
0.960,0.000
0.970,0.000
0.980,0.000
0.990,0.000
1.000,0.000
1.010,0.000
1.020,0.000
1.030,0.000
1.040,0.000
1.050,0.000
1.060,0.000
1.070,0.000
1.080,0.000
1.090,0.000
1.100,0.000
1.110,0.000
1.120,0.000
1.130,0.000
1.140,0.000
1.150,0.000
1.160,0.000
1.170,0.000
1.180,0.000
1.190,0.000
1.200,0.000
1.210,0.000
1.220,0.000
1.230,0.000
1.240,0.000
1.250,0.000
1.260,0.000
1.270,0.000
1.280,0.000
1.290,0.000
1.300,0.000
1.310,0.000
1.320,0.000
1.330,0.000
1.340,0.000
1.350,0.000
1.360,0.000
1.370,0.000
1.380,0.000
1.390,0.000
1.400,0.000
1.410,0.000
1.420,0.000
1.430,0.000
1.440,0.000
1.450,0.000
1.460,0.000
1.470,0.000
1.480,0.000
1.490,0.000
1.500,0.000
1.510,0.000
1.520,0.000
1.530,0.000
1.540,0.000
1.550,0.000
1.560,0.000
1.570,0.000
1.580,0.000
1.590,0.000
1.600,0.000
1.610,0.000
1.620,0.000
1.630,0.000
1.640,0.000
1.650,0.000
1.660,0.000
1.670,0.000
1.680,0.000
1.690,0.000
1.700,0.000
1.710,0.000
1.720,0.000
1.730,0.000
1.740,0.000
1.750,0.000
1.760,0.000
1.770,0.000
1.780,0.000
1.790,0.000
1.800,0.000
1.810,0.000
1.820,0.000
1.830,0.000
1.840,0.000
1.850,0.000
1.860,0.000
1.870,0.000
1.880,0.000
1.890,0.000
1.900,0.000
1.910,0.000
1.920,0.000
1.930,0.000
1.940,0.000
1.950,0.000
1.960,0.000
1.970,0.000
1.980,0.000
1.990,0.000
2.000,0.000
2.010,6.563
2.020,27.750
2.030,45.187
2.040,58.500
2.050,69.375
2.060,78.937
2.070,86.063
2.080,92.812
2.090,97.500
2.100,102.750
2.110,106.500
2.120,109.687
2.130,111.562
2.140,115.313
2.150,116.438
2.160,118.312
2.170,119.813
2.180,121.875
2.190,122.062
2.200,123.563
2.210,124.313
2.220,125.062
2.230,125.250
2.240,126.375
2.250,125.812
2.260,127.125
2.270,127.312
2.280,127.500
2.290,127.687
2.300,128.625
2.310,128.062
2.320,129.000
2.330,128.625
2.340,129.188
2.350,129.188
2.360,129.562
2.370,128.813
2.380,130.125
2.390,129.375
2.400,129.750
2.410,129.562
2.420,130.313
2.430,129.562
2.440,130.687
2.450,129.938
2.460,130.313
2.470,130.313
2.480,130.500
2.490,129.937
2.500,131.063
2.510,130.125
2.520,130.687
2.530,130.688
2.540,130.687
2.550,130.500
2.560,131.250
2.570,130.313
2.580,131.250
2.590,130.687
2.600,130.875
2.610,130.875
2.620,131.438
2.630,130.500
2.640,131.625
2.650,130.875
2.660,131.250
2.670,131.063
2.680,131.062
2.690,130.687
2.700,131.438
2.710,130.313
2.720,131.063
2.730,131.062
2.740,130.875
2.750,130.500
2.760,131.438
2.770,130.500
2.780,131.250
2.790,130.688
2.800,131.062
2.810,130.875
2.820,131.438
2.830,130.500
2.840,131.438
2.850,130.688
2.860,130.875
2.870,130.875
2.880,131.063
2.890,130.500
2.900,131.250
2.910,130.313
2.920,130.687
2.930,130.500
2.940,130.313
2.950,129.938
2.960,130.875
2.970,129.562
2.980,130.313
2.990,130.125
3.000,129.937
3.010,129.937
3.020,130.500
3.030,129.750
3.040,130.500
3.050,130.125
3.060,130.125
3.070,130.312
3.080,130.688
3.090,129.937
3.100,131.250
3.110,130.500
3.120,131.062
3.130,130.875
3.140,131.250
3.150,130.875
3.160,131.625
3.170,130.688
3.180,131.250
3.190,131.062
3.200,132.000
3.210,130.125
3.220,131.625
3.230,130.688
3.240,131.625
3.250,131.062
3.260,131.625
3.270,131.250
3.280,131.625
3.290,131.062
3.300,132.000
3.310,131.062
3.320,131.625
3.330,131.438
3.340,131.812
3.350,131.250
3.360,132.187
3.370,131.438
3.380,131.625
3.390,131.625
3.400,131.625
3.410,131.438
3.420,132.000
3.430,131.250
3.440,132.000
3.450,131.625
3.460,131.813
3.470,131.625
3.480,132.188
3.490,131.437
3.500,132.375
3.510,131.437
3.520,131.813
3.530,131.625
3.540,131.813
3.550,131.625
3.560,132.187
3.570,131.250
3.580,132.187
3.590,131.813
3.600,131.813
3.610,131.625
3.620,132.000
3.630,130.875
3.640,132.000
3.650,131.250
3.660,131.437
3.670,131.250
3.680,131.813
3.690,131.062
3.700,131.813
3.710,131.250
3.720,131.625
3.730,131.625
3.740,131.625
3.750,131.062
3.760,132.187
3.770,130.875
3.780,131.437
3.790,131.250
3.800,131.250
3.810,130.875
3.820,131.438
3.830,130.312
3.840,131.438
3.850,130.500
3.860,130.688
3.870,130.688
3.880,130.687
3.890,129.938
3.900,130.875
3.910,130.125
3.920,130.500
3.930,130.312
3.940,130.688
3.950,130.312
3.960,131.250
3.970,129.937
3.980,131.063
3.990,130.688
4.000,130.875
4.010,130.687
4.020,131.438
4.030,130.688
4.040,131.437
4.050,131.062
4.060,131.438
4.070,131.437
4.080,131.625
4.090,130.688
4.100,131.625
4.110,131.062
4.120,131.063
4.130,131.250
4.140,131.438
4.150,130.875
4.160,131.813
4.170,131.063
4.180,132.187
4.190,131.250
4.200,131.250
4.210,131.625
4.220,132.000
4.230,130.875
4.240,132.000
4.250,131.438
4.260,131.625
4.270,131.625
4.280,132.000
4.290,131.437
4.300,132.000
4.310,131.437
4.320,131.625
4.330,131.813
4.340,131.813
4.350,131.250
4.360,132.375
4.370,131.250
4.380,132.187
4.390,131.813
4.400,132.188
4.410,131.813
4.420,132.375
4.430,131.437
4.440,132.375
4.450,131.813
4.460,131.813
4.470,131.812
4.480,132.375
4.490,131.437
4.500,132.188
4.510,131.625
4.520,132.000
4.530,131.625
4.540,131.625
4.550,131.250
4.560,132.188
4.570,130.687
4.580,131.625
4.590,131.438
4.600,131.625
4.610,131.250
4.620,132.000
4.630,131.062
4.640,132.188
4.650,131.625
4.660,131.813
4.670,131.813
4.680,132.000
4.690,131.250
4.700,133.313
4.710,130.500
4.720,131.625
4.730,131.813
4.740,131.625
4.750,131.250
4.760,132.188
4.770,131.250
4.780,131.625
4.790,131.063
4.800,131.437
4.810,131.062
4.820,131.625
4.830,130.875
4.840,132.000
4.850,130.875
4.860,131.625
4.870,131.250
4.880,131.625
4.890,131.063
4.900,132.187
4.910,131.250
4.920,131.813
4.930,131.813
4.940,131.812
4.950,131.813
4.960,132.375
4.970,131.437
4.980,132.188
4.990,132.000
5.000,131.625
