SWV ITM Data Console - ITM Port: 0
imestamp, output_voltage, angular_velocity 
2.170000, 1.000000, 11.584623
2.180000, 1.000000, 12.173672
2.190000, -15.443487, 11.977322
2.200000, 1.000000, 11.780972
2.210000, 1.000000, 12.173672
2.220000, -19.694454, 11.977322
2.230000, 1.000000, 11.584623
2.240000, 1.000000, 11.780972
2.250000, -1.028029, 12.173672
2.260000, -12.855075, 11.780972
2.270000, 1.000000, 11.780972
2.280000, 1.000000, 12.173672
2.290000, -21.981506, 11.977322
2.300000, 1.000000, 11.584623
2.310000, 1.000000, 11.977322
2.320000, -20.318951, 12.173672
2.330000, 1.000000, 11.584623
2.340000, 1.000000, 11.977322
2.350000, -13.423470, 12.370021
2.360000, -12.364096, 11.780972
2.370000, 1.000000, 11.780972
2.380000, 1.000000, 12.173672
2.390000, -21.981506, 11.977322
2.400000, 1.000000, 11.780972
2.410000, 1.000000, 11.977322
2.420000, -15.934465, 11.977322
2.430000, 1.000000, 11.780972
2.440000, 1.000000, 11.977322
2.450000, -19.336994, 12.173672
2.460000, 1.000000, 11.584623
2.470000, 1.000000, 11.780972
2.480000, -8.548006, 12.173672
2.490000, -7.622149, 11.780972
2.500000, 1.000000, 11.780972
2.510000, 1.000000, 12.173672
2.520000, -22.963465, 11.977322
2.530000, 1.000000, 11.584623
2.540000, 1.000000, 12.173672
2.550000, -15.443487, 11.977322
2.560000, 1.000000, 11.584623
2.570000, 1.000000, 11.977322
2.580000, -8.057027, 12.173672
2.590000, 1.000000, 11.780972
2.600000, 1.000000, 11.780972
2.610000, 1.000000, 12.173672
2.620000, -13.346054, 11.780972
2.630000, 1.000000, 11.780972
2.640000, 1.000000, 12.173672
2.650000, -18.712496, 11.977322
2.660000, 1.000000, 11.584623
2.670000, 1.000000, 12.173672
2.680000, -15.577004, 12.173672
2.690000, 1.000000, 11.780972
2.700000, 1.000000, 11.977322
2.710000, -12.307995, 12.173672
2.720000, 1.000000, 11.780972
2.730000, 1.000000, 11.780972
2.740000, 1.000000, 12.173672
2.750000, -17.106043, 11.780972
2.760000, 1.000000, 11.780972
2.770000, 1.000000, 11.977322
2.780000, -20.318951, 12.173672
2.790000, 1.000000, 11.584623
2.800000, 1.000000, 11.780972
2.810000, -1.028029, 12.173672
2.820000, -12.855075, 11.780972
2.830000, 1.000000, 11.780972
2.840000, 1.000000, 12.173672
2.850000, -13.970551, 11.977322
2.860000, 1.000000, 11.780972
2.870000, 1.000000, 12.173672
2.880000, -22.963465, 11.977322
2.890000, 1.000000, 11.584623
2.900000, 1.000000, 11.977322
2.910000, -16.201502, 12.370021
2.920000, 1.000000, 11.584623
2.930000, 1.000000, 11.977322
2.940000, -1.161546, 12.370021
2.950000, -8.737625, 11.977322
2.960000, 1.000000, 11.780972
2.970000, 1.000000, 12.173672
2.980000, -14.461529, 11.977322
2.990000, 1.000000, 11.780972
3.000000, 1.000000, 12.173672
3.010000, -19.827972, 12.173672
3.020000, 1.000000, 11.780972
3.030000, 1.000000, 11.977322
3.040000, -4.297039, 12.173672
3.050000, -3.371182, 11.780972
3.060000, 1.000000, 11.780972
3.070000, 1.000000, 12.173672
3.080000, -21.490528, 11.977322
3.090000, 1.000000, 11.584623
3.100000, 1.000000, 11.977322
3.110000, -20.318951, 12.173672
3.120000, 1.000000, 11.584623
3.130000, 1.000000, 11.780972
3.140000, 1.000000, 12.173672
3.150000, -4.844119, 11.780972
3.160000, 1.000000, 11.780972
3.170000, 1.000000, 12.173672
3.180000, -21.490528, 11.977322
3.190000, 1.000000, 11.780972
3.200000, 1.000000, 11.977322
3.210000, -14.952508, 11.977322
3.220000, 1.000000, 11.584623
3.230000, 1.000000, 12.173672
3.240000, -15.577004, 12.173672
3.250000, 1.000000, 11.780972
3.260000, 1.000000, 11.977322
3.270000, -4.430556, 12.370021
3.280000, -11.873117, 11.780972
3.290000, 1.000000, 11.584623
3.300000, 1.000000, 12.173672
3.310000, -15.443487, 11.977322
3.320000, 1.000000, 11.584623
3.330000, 1.000000, 11.977322
3.340000, -16.067984, 12.173672
3.350000, 1.000000, 11.584623
3.360000, 1.000000, 11.780972
3.370000, -8.548006, 12.173672
3.380000, -7.622149, 11.780972
3.390000, 1.000000, 11.977322
3.400000, 1.000000, 12.173672
3.410000, -12.855075, 11.780972
3.420000, 1.000000, 11.780972
3.430000, 1.000000, 11.977322
3.440000, -22.472485, 11.977322
3.450000, 1.000000, 11.584623
3.460000, 1.000000, 11.977322
3.470000, -16.558962, 12.173672
3.480000, -2.746685, 11.584623
3.490000, 1.000000, 11.780972
3.500000, 1.000000, 12.173672
3.510000, -8.113129, 11.780972
3.520000, 1.000000, 11.780972
3.530000, 1.000000, 12.173672
3.540000, -13.837032, 11.780972
3.550000, 1.000000, 11.584623
3.560000, 1.000000, 11.977322
3.570000, -23.587961, 12.173672
3.580000, 1.000000, 11.584623
3.590000, 1.000000, 11.977322
3.600000, -5.412514, 12.370021
3.610000, -17.106043, 11.780972
3.620000, 1.000000, 11.780972
3.630000, 1.000000, 12.173672
3.640000, -19.203476, 11.977322
3.650000, 1.000000, 11.780972
3.660000, 1.000000, 11.977322
3.670000, -20.318951, 12.173672
3.680000, 1.000000, 11.584623
3.690000, 1.000000, 11.977322
3.700000, -5.412514, 12.370021
3.710000, -12.855075, 11.780972
3.720000, 1.000000, 11.584623
3.730000, 1.000000, 11.977322
3.740000, -10.701540, 11.977322
3.750000, 1.000000, 11.584623
3.760000, 1.000000, 12.173672
3.770000, -14.461529, 11.977322
3.780000, 1.000000, 11.584623
3.790000, 1.000000, 11.977322
3.800000, -16.067984, 12.173672
3.810000, 1.000000, 11.584623
3.820000, 1.000000, 11.780972
3.830000, -4.921535, 12.370021
3.840000, -12.364096, 11.780972
3.850000, 1.000000, 11.780972
3.860000, 1.000000, 12.173672
3.870000, -23.587961, 12.173672
3.880000, 1.000000, 11.584623
3.890000, 1.000000, 11.977322
3.900000, -16.558962, 12.173672
3.910000, 1.000000, 11.584623
3.920000, 1.000000, 11.977322
3.930000, -4.788017, 12.173672
3.940000, 1.000000, 11.584623
3.950000, 1.000000, 11.780972
3.960000, -1.028029, 12.173672
3.970000, -8.604107, 11.780972
3.980000, 1.000000, 11.780972
3.990000, 1.000000, 11.977322
4.000000, -18.221518, 11.977322
4.010000, 1.000000, 11.780972
4.020000, 1.000000, 11.977322
4.030000, -15.934465, 11.977322
4.040000, 1.000000, 11.780972
4.050000, 1.000000, 11.977322
4.060000, -9.172503, 12.370021
4.070000, -8.113129, 11.780972
4.080000, 1.000000, 11.780972
4.090000, 1.000000, 12.173672
4.100000, -26.232473, 11.977322
4.110000, 1.000000, 11.584623
4.120000, 1.000000, 11.977322
4.130000, -16.425446, 11.977322
4.140000, 1.000000, 11.584623
4.150000, 1.000000, 11.977322
4.160000, -9.038985, 12.173672
4.170000, -8.113129, 11.780972
4.180000, 1.000000, 11.780972
4.190000, 1.000000, 11.977322
4.200000, -18.712496, 11.977322
4.210000, 1.000000, 11.780972
4.220000, 1.000000, 11.977322
4.230000, -18.712496, 11.977322
4.240000, 1.000000, 11.584623
4.250000, 1.000000, 11.977322
4.260000, -12.307995, 12.173672
4.270000, 1.000000, 11.780972
4.280000, 1.000000, 11.977322
4.290000, -1.161546, 12.370021
4.300000, -4.353140, 11.780972
4.310000, 1.000000, 11.584623
4.320000, 1.000000, 12.173672
4.330000, -14.328012, 11.780972
4.340000, 1.000000, 11.584623
4.350000, 1.000000, 11.977322
4.360000, -19.203476, 11.977322
4.370000, 1.000000, 11.584623
4.380000, 1.000000, 11.977322
4.390000, -4.921535, 12.370021
4.400000, -12.364096, 11.780972
4.410000, 1.000000, 11.780972
4.420000, 1.000000, 12.173672
4.430000, -14.461529, 11.977322
4.440000, 1.000000, 11.584623
4.450000, 1.000000, 12.173672
4.460000, -24.078939, 12.173672
4.470000, 1.000000, 11.584623
4.480000, 1.000000, 11.977322
4.490000, -9.038985, 12.173672
4.500000, -12.364096, 11.780972
4.510000, 1.000000, 11.584623
4.520000, 1.000000, 12.173672
4.530000, -17.730539, 11.977322
4.540000, 1.000000, 11.584623
4.550000, 1.000000, 11.977322
4.560000, -23.587961, 12.173672
4.570000, 1.000000, 11.584623
4.580000, 1.000000, 11.977322
4.590000, -12.798974, 12.173672
4.600000, 1.000000, 11.584623
4.610000, 1.000000, 11.977322
4.620000, -3.806060, 12.173672
4.630000, -2.880203, 11.780972
4.640000, 1.000000, 11.780972
4.650000, 1.000000, 12.173672
4.660000, -12.364096, 11.780972
4.670000, 1.000000, 11.780972
4.680000, 1.000000, 11.977322
4.690000, -19.203476, 11.977322
4.700000, 1.000000, 11.584623
4.710000, 1.000000, 11.977322
4.720000, -17.183458, 12.370021
4.730000, -7.622149, 11.780972
4.740000, 1.000000, 11.780972
4.750000, 1.000000, 12.173672
4.760000, -18.221518, 11.977322
4.770000, 1.000000, 11.584623
4.780000, 1.000000, 12.173672
4.790000, -19.203476, 11.977322
4.800000, 1.000000, 11.584623
4.810000, 1.000000, 11.977322
4.820000, -16.558962, 12.173672
4.830000, 1.000000, 11.584623
4.840000, 1.000000, 11.780972
4.850000, -1.161546, 12.370021
4.860000, -8.604107, 11.780972
4.870000, 1.000000, 11.780972
4.880000, 1.000000, 12.173672
4.890000, -18.712496, 11.977322
4.900000, 1.000000, 11.780972
4.910000, 1.000000, 11.977322
4.920000, -20.809931, 12.173672
4.930000, 1.000000, 11.584623
4.940000, 1.000000, 11.977322
4.950000, -1.028029, 12.173672
4.960000, -8.604107, 11.780972
4.970000, 1.000000, 11.977322
4.980000, 1.000000, 12.370021
4.990000, -21.490528, 11.977322
5.000000, 1.000000, 11.584623
