SWV ITM Data Console - ITM Port: 0
.010000, 10.570600, 0.000000
0.020000, 11.518300, 1.374447
0.030000, 11.518900, 3.534292
0.040000, 11.902000, 5.497787
0.050000, 11.075300, 7.068583
0.060000, 11.279100, 7.853982
0.070000, 11.746400, 8.443030
0.080000, 10.551900, 9.424778
0.090000, 10.580200, 9.817477
0.100000, 11.294600, 10.013827
0.110000, 11.506700, 10.210176
0.120000, 10.511500, 10.799225
0.130000, 11.075100, 10.995574
0.140000, 10.600300, 11.191924
0.150000, 11.126200, 11.191924
0.160000, 11.530200, 11.388273
0.170000, 11.383500, 11.584623
0.180000, 11.895700, 11.584623
0.190000, 11.769300, 11.977322
0.200000, 11.290400, 12.370021
0.210000, 10.637900, 12.370021
0.220000, 11.480900, 12.173672
0.230000, 11.124000, 12.370021
0.240000, 11.551800, 12.370021
0.250000, 11.865500, 12.370021
0.260000, 11.643300, 12.762720
0.270000, 10.893700, 12.762720
0.280000, 10.571200, 12.566371
0.290000, 11.604100, 12.566371
0.300000, 10.992400, 12.566371
0.310000, 11.449000, 12.566371
0.320000, 11.634600, 12.566371
0.330000, 11.986600, 12.762720
0.340000, 11.048000, 12.566371
0.350000, 10.870600, 12.762720
0.360000, 11.973800, 12.762720
0.370000, 11.584000, 12.566371
0.380000, 11.630000, 12.762720
0.390000, 11.477300, 12.959070
0.400000, 10.609000, 12.762720
0.410000, 11.447500, 12.762720
0.420000, 11.827100, 12.762720
0.430000, 10.909100, 12.762720
0.440000, 11.154600, 12.762720
0.450000, 11.649700, 12.762720
0.460000, 11.216600, 12.566371
0.470000, 10.856700, 12.762720
0.480000, 10.912400, 12.762720
0.490000, 11.038900, 12.566371
0.500000, 10.749800, 12.566371
0.510000, 11.229800, 12.566371
0.520000, 11.846500, 12.566371
0.530000, 11.863800, 12.566371
0.540000, 10.590800, 12.762720
0.550000, 11.857000, 12.762720
0.560000, 11.256800, 12.566371
0.570000, 11.274400, 12.762720
0.580000, 10.978500, 12.959070
0.590000, 11.980000, 12.566371
0.600000, 11.241000, 12.959070
0.610000, 10.899200, 12.959070
0.620000, 10.636100, 12.762720
0.630000, 11.921600, 12.566371
0.640000, 10.610600, 12.762720
0.650000, 11.251100, 12.566371
0.660000, 11.076200, 12.566371
0.670000, 10.915600, 12.566371
0.680000, 11.870700, 12.566371
0.690000, 11.294600, 12.566371
0.700000, 11.196700, 12.762720
0.710000, 11.911500, 12.566371
0.720000, 10.575100, 12.762720
0.730000, 11.642300, 12.762720
0.740000, 11.655300, 12.762720
0.750000, 11.741700, 12.762720
0.760000, 10.688000, 12.959070
0.770000, 10.523800, 12.762720
0.780000, 11.532700, 12.762720
0.790000, 11.802400, 12.762720
0.800000, 11.444300, 12.762720
0.810000, 11.604300, 12.566371
0.820000, 11.588100, 12.959070
0.830000, 11.999200, 12.959070
0.840000, 11.832900, 12.762720
0.850000, 10.849800, 12.959070
0.860000, 10.959500, 12.959070
0.870000, 11.026500, 12.762720
0.880000, 11.269900, 12.959070
0.890000, 11.386700, 12.762720
0.900000, 11.769000, 12.762720
0.910000, 11.118100, 12.762720
0.920000, 11.762300, 12.959070
0.930000, 10.904000, 12.762720
0.940000, 11.123100, 12.959070
0.950000, 11.306000, 12.762720
0.960000, 11.201900, 12.566371
0.970000, 10.930800, 12.959070
0.980000, 10.767500, 12.762720
0.990000, 10.730600, 12.566371
1.000000, 11.357500, 12.762720
1.010000, 11.703600, 12.566371
1.020000, 10.549600, 12.762720
1.030000, 11.301700, 12.566371
1.040000, 11.247700, 12.566371
1.050000, 11.933000, 12.566371
